cid,fname,lname,age,prof,city,salary,doj,gender,dept
4652,Sara,Williams,42,Intern,Paris,28335,2004-11-12,M,Training
4653,Tom,Jones,43,Clerk,Berlin,42940,2005-04-21,M,Operations
4654,Mike,Williams,36,Consultant,Paris,116873,2013-02-01,F,Consulting
4655,Sara,Williams,57,Designer,Paris,27205,2004-06-05,M,Design
4656,Paul,Johnson,21,Intern,New York,105257,2008-01-10,M,Training
4657,Mike,Johnson,43,Designer,Singapore,80143,2017-07-01,F,Design
4658,Lisa,Garcia,20,Designer,Toronto,48945,2004-07-02,F,Design
4659,John,Miller,18,Engineer,Berlin,75669,2004-01-15,F,Engineering
4660,Jane,Smith,46,Analyst,Sydney,69765,2012-10-25,M,Analytics
4661,Mike,Jones,37,Developer,Dubai,59363,2022-04-15,F,Engineering
4662,Mike,Brown,54,Analyst,Berlin,43358,2024-10-28,F,Analytics
4663,Tom,Davis,34,Consultant,Berlin,63136,2014-04-20,M,Consulting
4664,Mike,Miller,54,Designer,Paris,36646,2007-04-06,F,Design
4665,Alex,Miller,56,Analyst,Singapore,78881,2022-05-28,M,Analytics
4666,Alex,Williams,25,Consultant,Tokyo,63554,2021-01-12,M,Consulting
4667,Lisa,Williams,51,Intern,Paris,93750,2003-10-26,M,Training
4668,Paul,Williams,58,Manager,London,44398,2009-05-23,F,Management
4669,John,Brown,26,Lead,Dubai,85638,2005-04-13,M,Leadership
4670,John,Miller,40,Analyst,Dubai,98452,2024-08-16,F,Analytics
4671,Sara,Miller,41,Designer,Dubai,83621,2004-10-31,F,Design
4672,Emma,Smith,37,Analyst,Toronto,25677,2012-04-21,M,Analytics
4673,Paul,Smith,51,Engineer,Tokyo,54069,2022-03-22,M,Engineering
4674,Emma,Taylor,37,Intern,Delhi,101262,2000-05-17,M,Training
4675,Mike,Smith,47,Architect,Berlin,44237,2021-11-04,M,Architecture
4676,Sam,Brown,47,Lead,London,117988,2018-11-27,M,Leadership
4677,Jane,Davis,45,Architect,London,26094,2010-03-15,F,Architecture
4678,Sara,Brown,52,Designer,Singapore,114069,2004-07-07,M,Design
4679,Mike,Williams,54,Consultant,New York,101410,2004-01-11,F,Consulting
4680,Tom,Williams,43,Analyst,Berlin,103930,2005-05-10,M,Analytics
4681,Alex,Davis,49,Engineer,Dubai,47732,2022-03-08,F,Engineering
4682,Paul,Williams,41,Engineer,Berlin,72635,2003-09-27,M,Engineering
4683,Sam,Johnson,55,Clerk,Toronto,87427,2000-01-22,F,Operations
4684,Paul,Taylor,55,Consultant,Tokyo,79679,2022-03-08,F,Consulting
4685,Jane,Garcia,57,Manager,Paris,32724,2004-02-13,F,Management
4686,Sara,Wilson,29,Lead,Tokyo,49990,2016-12-24,M,Leadership
4687,John,Davis,39,Designer,Delhi,114779,2016-08-26,M,Design
4688,Alex,Davis,33,Analyst,Dubai,46339,2001-07-04,F,Analytics
4689,Paul,Johnson,49,Lead,New York,83337,2004-06-14,M,Leadership
4690,Lisa,Johnson,18,Engineer,Singapore,44396,2020-02-03,M,Engineering
4691,Emma,Johnson,27,Clerk,Sydney,50235,2022-02-06,M,Operations
4692,Lisa,Garcia,26,Analyst,Paris,60622,2019-05-31,F,Analytics
4693,Mike,Williams,41,Lead,Singapore,112504,2000-03-09,M,Leadership
4694,Alex,Taylor,60,Analyst,New York,75993,2007-12-26,F,Analytics
4695,Tom,Wilson,43,Manager,London,71298,2003-11-18,M,Management
4696,Emma,Miller,44,Architect,Toronto,31725,2002-11-14,F,Architecture
4697,Lisa,Johnson,40,Manager,Dubai,102872,2005-02-28,F,Management
4698,Paul,Miller,40,Architect,Tokyo,44010,2004-01-17,F,Architecture
4699,John,Johnson,25,Lead,Toronto,38852,2021-09-14,M,Leadership
4700,Jane,Garcia,23,Intern,Berlin,116702,2015-12-24,M,Training
4701,Jane,Williams,38,Analyst,Paris,77084,2014-12-04,M,Analytics
4702,Emma,Garcia,55,Developer,London,36270,2009-03-16,F,Engineering
4703,Tom,Jones,51,Analyst,Paris,101778,2017-08-04,M,Analytics
4704,John,Brown,28,Designer,Berlin,91590,2006-11-07,F,Design
4705,Mike,Wilson,56,Clerk,Toronto,76758,2011-11-20,F,Operations
4706,Mike,Davis,27,Developer,Sydney,50485,2021-09-29,M,Engineering
4707,Paul,Jones,29,Intern,Toronto,115695,2019-06-29,M,Training
4708,Alex,Johnson,51,Manager,Singapore,71692,2001-03-30,M,Management
4709,Alex,Garcia,31,Architect,London,96434,2008-06-17,M,Architecture
4710,Tom,Taylor,19,Designer,London,90477,2015-03-22,F,Design
4711,John,Davis,45,Lead,London,79421,2009-01-19,M,Leadership
4712,Lisa,Wilson,48,Analyst,Sydney,66963,2021-05-26,M,Analytics
4713,Paul,Wilson,27,Manager,Toronto,67341,2015-09-11,M,Management
4714,Mike,Miller,21,Manager,London,84175,2004-11-09,F,Management
4715,Tom,Williams,48,Consultant,New York,41626,2008-01-26,F,Consulting
4716,Alex,Taylor,52,Clerk,Delhi,101861,2019-04-20,F,Operations
4717,Sara,Jones,31,Lead,London,103627,2006-08-31,M,Leadership
4718,Tom,Miller,35,Architect,Sydney,115619,2020-03-28,M,Architecture
4719,Alex,Jones,28,Analyst,Paris,49942,2013-11-12,M,Analytics
4720,Alex,Garcia,48,Clerk,Sydney,101197,2009-10-16,F,Operations
4721,Paul,Garcia,50,Intern,Paris,44829,2017-04-02,F,Training
4722,Alex,Wilson,45,Clerk,Tokyo,91062,2004-09-03,F,Operations
4723,Mike,Taylor,60,Clerk,Toronto,56840,2009-08-02,F,Operations
4724,Mike,Williams,19,Intern,Paris,29582,2009-11-10,F,Training
4725,Paul,Wilson,34,Clerk,Delhi,63719,2009-11-01,M,Operations
4726,Jane,Jones,50,Designer,Berlin,48939,2011-03-02,F,Design
4727,Sara,Johnson,47,Lead,Toronto,113403,2006-11-13,M,Leadership
4728,Mike,Garcia,42,Consultant,Toronto,49812,2018-11-26,F,Consulting
4729,Mike,Smith,56,Clerk,Berlin,67229,2018-09-08,M,Operations
4730,John,Williams,35,Engineer,New York,59730,2000-05-03,M,Engineering
4731,Lisa,Wilson,32,Clerk,Delhi,77786,2003-05-14,F,Operations
4732,Emma,Brown,54,Consultant,New York,57740,2017-07-21,F,Consulting
4733,Paul,Jones,31,Consultant,Singapore,76759,2018-06-09,M,Consulting
4734,Mike,Jones,32,Intern,Dubai,44238,2003-01-21,M,Training
4735,Jane,Jones,54,Analyst,Toronto,97874,2015-11-27,F,Analytics
4736,Paul,Miller,18,Consultant,New York,33581,2000-11-14,M,Consulting
4737,Paul,Smith,54,Engineer,Toronto,112758,2009-07-07,F,Engineering
4738,Alex,Williams,36,Analyst,Delhi,90022,2014-01-16,F,Analytics
4739,Tom,Brown,23,Engineer,New York,41055,2024-06-26,F,Engineering
4740,Tom,Garcia,34,Clerk,Toronto,113526,2008-10-03,M,Operations
4741,Paul,Davis,26,Manager,Berlin,80641,2023-11-16,M,Management
4742,Alex,Taylor,35,Clerk,Sydney,56205,2012-05-31,F,Operations
4743,Sam,Wilson,37,Intern,Singapore,28140,2008-01-14,M,Training
4744,Paul,Davis,49,Analyst,Tokyo,104705,2015-12-23,M,Analytics
4745,Paul,Smith,52,Designer,Berlin,50396,2014-10-27,M,Design
4746,Lisa,Smith,59,Analyst,Berlin,107844,2014-10-15,F,Analytics
4747,John,Williams,46,Architect,New York,59850,2012-04-05,M,Architecture
4748,Sam,Taylor,37,Clerk,Tokyo,58436,2021-01-25,F,Operations
4749,Alex,Smith,51,Architect,Delhi,25912,2000-03-21,F,Architecture
4750,Alex,Taylor,18,Intern,London,37006,2018-07-10,F,Training
4751,Sam,Johnson,55,Clerk,Singapore,35390,2009-12-01,M,Operations
4752,Jane,Davis,29,Manager,London,43474,2010-02-27,F,Management
4753,Mike,Williams,40,Analyst,Singapore,26225,2011-10-08,F,Analytics
4754,Sara,Brown,38,Intern,London,46699,2014-03-11,F,Training
4755,Alex,Davis,48,Designer,New York,95521,2010-02-17,M,Design
4756,Sara,Johnson,30,Lead,Delhi,103263,2023-05-03,M,Leadership
4757,Alex,Brown,48,Designer,Singapore,82730,2001-02-23,M,Design
4758,Lisa,Jones,58,Intern,Paris,39132,2023-11-21,M,Training
4759,Sam,Smith,24,Consultant,Berlin,111181,2020-01-24,M,Consulting
4760,Jane,Davis,28,Engineer,London,30024,2007-05-27,M,Engineering
4761,Sara,Taylor,56,Architect,Tokyo,57584,2022-11-12,F,Architecture
4762,Alex,Davis,21,Manager,Tokyo,62478,2004-02-25,F,Management
4763,Mike,Davis,29,Analyst,Berlin,75607,2014-01-21,F,Analytics
4764,Tom,Johnson,21,Engineer,Singapore,85489,2016-02-28,F,Engineering
4765,Sara,Garcia,46,Intern,Berlin,35561,2016-08-07,F,Training
4766,Tom,Garcia,33,Clerk,New York,115122,2003-12-06,M,Operations
4767,Paul,Davis,54,Lead,Delhi,95824,2014-05-28,M,Leadership
4768,John,Jones,42,Developer,Singapore,116200,2004-12-31,M,Engineering
4769,Mike,Miller,43,Analyst,Tokyo,59077,2006-03-30,M,Analytics
4770,Paul,Davis,30,Architect,New York,93202,2023-02-27,M,Architecture
4771,Emma,Taylor,34,Analyst,Singapore,102698,2004-08-11,M,Analytics
4772,Sara,Brown,24,Designer,Paris,91721,2008-02-20,F,Design
4773,Lisa,Garcia,52,Clerk,Dubai,83974,2009-10-22,M,Operations
4774,Tom,Miller,28,Clerk,Singapore,30479,2002-06-17,F,Operations
4775,Sam,Davis,39,Architect,Singapore,113418,2024-09-05,F,Architecture
4776,John,Miller,30,Engineer,Paris,51738,2005-09-09,F,Engineering
4777,Sam,Taylor,41,Intern,London,39490,2024-11-14,F,Training
4778,Alex,Taylor,57,Developer,New York,119030,2017-07-28,F,Engineering
4779,Emma,Smith,56,Architect,Tokyo,92506,2012-03-17,F,Architecture
4780,Emma,Smith,54,Architect,London,116905,2018-12-17,M,Architecture
4781,Sara,Taylor,21,Analyst,Dubai,112562,2013-11-23,F,Analytics
4782,Alex,Johnson,49,Designer,Sydney,92461,2010-04-16,F,Design
4783,Tom,Davis,48,Analyst,Delhi,74665,2015-09-26,M,Analytics
4784,John,Miller,59,Designer,Berlin,38673,2021-03-12,M,Design
4785,John,Davis,49,Intern,Sydney,108351,2019-05-05,F,Training
4786,Mike,Wilson,31,Manager,New York,87879,2015-07-28,M,Management
4787,Mike,Garcia,54,Intern,Dubai,111584,2007-10-13,M,Training
4788,Sam,Taylor,51,Consultant,Paris,48039,2000-02-04,M,Consulting
4789,Emma,Garcia,32,Manager,Tokyo,96190,2017-12-31,F,Management
4790,Jane,Brown,60,Engineer,Singapore,57832,2023-04-02,M,Engineering
4791,Alex,Davis,32,Consultant,London,56807,2015-02-13,M,Consulting
4792,Paul,Taylor,54,Engineer,Sydney,39347,2009-07-21,F,Engineering
4793,Alex,Jones,46,Analyst,Tokyo,96157,2019-12-24,M,Analytics
4794,Mike,Smith,54,Consultant,Sydney,92745,2023-06-10,F,Consulting
4795,Jane,Wilson,44,Clerk,Paris,53252,2017-12-14,F,Operations
4796,John,Garcia,51,Manager,Dubai,105072,2001-01-25,M,Management
4797,Jane,Jones,40,Intern,Singapore,50226,2006-05-21,M,Training
4798,Emma,Jones,59,Developer,Berlin,35166,2013-03-26,F,Engineering
4799,Lisa,Jones,23,Architect,New York,110585,2003-06-07,F,Architecture
4800,Jane,Garcia,27,Engineer,Dubai,39331,2016-06-04,M,Engineering
4801,John,Taylor,51,Analyst,Sydney,74803,2012-10-06,F,Analytics
4802,Sam,Garcia,33,Consultant,Toronto,45721,2003-07-01,F,Consulting
4803,Mike,Johnson,40,Engineer,London,103258,2000-07-12,F,Engineering
4804,Jane,Miller,50,Manager,Tokyo,84746,2003-11-26,F,Management
4805,Alex,Johnson,33,Engineer,Dubai,25193,2015-02-12,F,Engineering
4806,Mike,Davis,23,Consultant,Sydney,75655,2009-04-13,F,Consulting
4807,Paul,Smith,40,Lead,Delhi,117487,2004-12-25,F,Leadership
4808,Sam,Williams,23,Architect,Toronto,110361,2020-07-20,F,Architecture
4809,Sara,Johnson,25,Lead,Sydney,39324,2023-07-13,F,Leadership
4810,Paul,Wilson,58,Analyst,New York,57005,2018-01-30,M,Analytics
4811,Tom,Williams,34,Engineer,Dubai,68058,2008-10-21,F,Engineering
4812,Sam,Miller,50,Manager,Sydney,54039,2012-04-05,F,Management
4813,Mike,Wilson,50,Lead,Delhi,67288,2023-02-20,F,Leadership
4814,Emma,Jones,20,Clerk,Singapore,67365,2018-06-10,F,Operations
4815,Alex,Jones,50,Lead,Sydney,106680,2023-08-08,M,Leadership
4816,Lisa,Brown,31,Consultant,New York,92156,2010-04-23,F,Consulting
4817,Sam,Jones,57,Consultant,New York,27992,2007-03-01,M,Consulting
4818,Mike,Miller,40,Developer,New York,44097,2002-07-26,M,Engineering
4819,Sara,Brown,59,Engineer,Paris,110006,2002-04-17,F,Engineering
4820,Emma,Davis,51,Lead,London,99225,2008-09-26,M,Leadership
4821,Alex,Jones,23,Consultant,Singapore,55509,2002-09-23,M,Consulting
4822,Sara,Taylor,57,Developer,Paris,60383,2023-05-06,F,Engineering
4823,Jane,Davis,49,Designer,Singapore,108419,2004-07-06,F,Design
4824,Alex,Smith,22,Clerk,Dubai,102529,2007-12-16,F,Operations
4825,Alex,Garcia,55,Intern,New York,40061,2015-06-29,F,Training
4826,Emma,Wilson,51,Developer,Berlin,109742,2004-03-16,F,Engineering
4827,Paul,Miller,58,Developer,Dubai,49680,2013-08-30,F,Engineering
4828,Alex,Miller,53,Developer,Delhi,115865,2012-08-16,M,Engineering
4829,Sam,Miller,46,Consultant,Toronto,29875,2018-12-03,F,Consulting
4830,Sam,Smith,25,Intern,Delhi,108483,2017-02-21,F,Training
4831,Sara,Wilson,39,Engineer,Tokyo,86671,2022-05-12,F,Engineering
4832,Mike,Wilson,31,Clerk,Dubai,114224,2013-06-29,F,Operations
4833,Tom,Smith,20,Developer,Paris,83734,2014-08-07,F,Engineering
4834,Paul,Miller,37,Clerk,Delhi,66994,2003-03-01,M,Operations
4835,Jane,Jones,32,Clerk,Dubai,113579,2019-09-30,F,Operations
4836,Alex,Garcia,29,Clerk,Paris,89928,2016-01-06,F,Operations
4837,Jane,Miller,50,Lead,Berlin,119865,2014-09-09,F,Leadership
4838,Tom,Williams,53,Designer,Sydney,62107,2021-12-17,F,Design
4839,Sam,Jones,41,Clerk,London,54094,2007-12-26,F,Operations
4840,John,Taylor,58,Designer,London,53686,2009-06-14,M,Design
4841,Emma,Johnson,39,Analyst,Dubai,53109,2014-12-19,F,Analytics
4842,Sara,Miller,29,Designer,Tokyo,104974,2011-09-20,F,Design
4843,Sam,Miller,44,Developer,London,79269,2000-07-16,M,Engineering
4844,Alex,Taylor,19,Architect,Paris,117565,2001-01-25,M,Architecture
4845,Lisa,Garcia,51,Manager,Sydney,61172,2008-02-09,M,Management
4846,John,Miller,20,Lead,London,43431,2005-12-30,F,Leadership
4847,John,Davis,29,Consultant,London,56709,2001-02-15,F,Consulting
4848,Emma,Miller,35,Lead,Dubai,36048,2022-04-12,F,Leadership
4849,Sam,Smith,42,Intern,Paris,89849,2024-02-08,M,Training
4850,Jane,Johnson,36,Lead,Toronto,28746,2007-02-26,F,Leadership
4851,Alex,Brown,51,Consultant,London,49760,2018-05-18,F,Consulting
4852,John,Jones,28,Consultant,Berlin,95060,2022-04-12,F,Consulting
4853,Sara,Smith,56,Architect,Delhi,76292,2009-10-25,M,Architecture
4854,Sam,Garcia,27,Analyst,Dubai,107097,2001-06-16,F,Analytics
4855,Paul,Davis,18,Architect,Singapore,48810,2004-06-26,F,Architecture
4856,Tom,Brown,22,Clerk,Dubai,41307,2012-01-29,F,Operations
4857,Mike,Garcia,42,Engineer,Berlin,84466,2006-07-30,F,Engineering
4858,Sam,Taylor,28,Developer,Toronto,111908,2018-03-28,F,Engineering
4859,Sam,Davis,32,Designer,Berlin,99794,2023-06-22,F,Design
4860,Sara,Miller,45,Manager,Toronto,40905,2022-05-18,F,Management
4861,Alex,Davis,52,Lead,Delhi,55742,2022-11-17,M,Leadership
4862,John,Wilson,50,Intern,Delhi,116665,2006-07-01,M,Training
4863,Jane,Smith,54,Developer,Toronto,38609,2023-07-13,F,Engineering
4864,Tom,Miller,36,Manager,Paris,56294,2019-01-22,F,Management
4865,Tom,Jones,59,Consultant,London,30590,2015-10-27,F,Consulting
4866,Mike,Johnson,39,Lead,Sydney,31291,2012-06-07,M,Leadership
4867,Sara,Miller,45,Clerk,Dubai,35890,2006-10-11,F,Operations
4868,Tom,Taylor,27,Clerk,Dubai,85512,2005-09-25,M,Operations
4869,Lisa,Davis,46,Architect,Delhi,93107,2014-02-10,F,Architecture
4870,Sara,Jones,31,Analyst,Tokyo,59813,2011-11-30,F,Analytics
4871,Mike,Jones,44,Analyst,Berlin,87015,2000-03-24,M,Analytics
4872,Sam,Brown,21,Analyst,New York,93378,2004-02-17,M,Analytics
4873,Tom,Brown,38,Developer,Singapore,41750,2008-07-12,F,Engineering
4874,Mike,Miller,42,Lead,New York,35170,2020-11-15,F,Leadership
4875,Sara,Davis,50,Manager,Singapore,89077,2009-08-04,F,Management
4876,Lisa,Wilson,59,Analyst,London,99861,2015-10-21,F,Analytics
4877,Mike,Taylor,27,Consultant,New York,95538,2008-02-26,M,Consulting
4878,Sam,Jones,42,Analyst,Singapore,88904,2017-09-12,M,Analytics
4879,Sam,Johnson,43,Designer,Sydney,114678,2012-05-13,M,Design
4880,John,Miller,59,Architect,Toronto,89022,2003-10-13,F,Architecture
4881,Tom,Wilson,32,Designer,Singapore,75028,2019-03-05,F,Design
4882,Sara,Johnson,35,Clerk,New York,58865,2024-09-02,M,Operations
4883,Emma,Jones,47,Intern,New York,77480,2017-03-09,M,Training
4884,John,Johnson,42,Engineer,New York,60133,2022-08-10,M,Engineering
4885,Lisa,Taylor,20,Intern,Berlin,46312,2004-03-03,M,Training
4886,Lisa,Davis,48,Designer,London,68340,2012-12-14,M,Design
4887,Paul,Davis,54,Developer,Delhi,33326,2000-03-31,M,Engineering
4888,Tom,Brown,21,Developer,Singapore,81869,2021-10-15,F,Engineering
4889,Tom,Wilson,27,Engineer,New York,118631,2017-08-24,M,Engineering
4890,Sam,Smith,54,Architect,Toronto,100200,2022-08-10,M,Architecture
4891,Tom,Davis,37,Developer,Delhi,37653,2015-03-28,F,Engineering
4892,Emma,Johnson,31,Developer,Singapore,89145,2011-11-10,F,Engineering
4893,Alex,Taylor,58,Developer,New York,25128,2005-07-02,F,Engineering
4894,Paul,Smith,34,Lead,Dubai,95267,2016-02-20,F,Leadership
4895,Sam,Miller,57,Developer,Toronto,72315,2001-03-02,F,Engineering
4896,Alex,Garcia,27,Architect,Sydney,81725,2019-11-03,M,Architecture
4897,Paul,Jones,55,Designer,Dubai,117504,2000-11-07,F,Design
4898,Sam,Jones,28,Consultant,Tokyo,81828,2008-06-08,F,Consulting
4899,Jane,Jones,54,Intern,New York,51280,2021-02-22,F,Training
4900,Sam,Taylor,30,Analyst,Singapore,64943,2000-02-26,F,Analytics
4901,Paul,Williams,18,Designer,Singapore,106984,2023-03-18,M,Design
4902,Jane,Jones,38,Engineer,Paris,36677,2017-01-10,F,Engineering
4903,Alex,Taylor,41,Analyst,New York,88145,2012-07-20,M,Analytics
4904,Lisa,Brown,47,Designer,Paris,30031,2001-09-24,M,Design
4905,Alex,Jones,36,Lead,New York,86031,2001-03-24,F,Leadership
4906,Sam,Smith,38,Architect,Dubai,61326,2017-04-13,M,Architecture
4907,John,Garcia,43,Consultant,Dubai,98837,2020-06-05,M,Consulting
4908,John,Miller,18,Intern,New York,107475,2023-09-14,M,Training
4909,Sara,Williams,32,Designer,Paris,67372,2018-04-06,M,Design
4910,Paul,Jones,37,Architect,Dubai,94016,2014-06-10,M,Architecture
4911,Lisa,Miller,29,Lead,Berlin,112118,2006-05-18,M,Leadership
4912,Tom,Brown,45,Clerk,Singapore,59065,2006-11-01,M,Operations
4913,John,Miller,36,Manager,Sydney,72921,2021-09-19,M,Management
4914,Mike,Johnson,40,Consultant,Toronto,77831,2004-08-03,F,Consulting
4915,Paul,Johnson,35,Intern,Paris,65013,2021-05-21,F,Training
4916,Jane,Wilson,21,Analyst,Paris,71309,2009-12-14,F,Analytics
4917,Sam,Brown,23,Architect,Berlin,62277,2022-11-04,M,Architecture
4918,Sara,Williams,52,Designer,Berlin,104233,2024-06-17,F,Design
4919,Tom,Wilson,41,Designer,Paris,52002,2012-11-28,M,Design
4920,Emma,Taylor,31,Manager,Delhi,71705,2014-08-17,M,Management
4921,Sara,Taylor,25,Manager,Toronto,26261,2017-01-16,F,Management
4922,Sam,Davis,48,Clerk,New York,101894,2003-11-07,M,Operations
4923,Sam,Smith,21,Designer,Toronto,73668,2021-10-05,F,Design
4924,Alex,Jones,38,Manager,Singapore,119646,2016-08-25,M,Management
4925,Tom,Garcia,39,Clerk,London,,2015-12-06,F,Operations
4926,John,Brown,42,Engineer,Singapore,94078,2009-04-29,M,Engineering
4927,Jane,Garcia,41,Consultant,Singapore,107140,2003-05-23,F,Consulting
4928,Jane,Williams,55,Manager,Toronto,117175,2024-05-22,F,Management
4929,John,Smith,58,Engineer,Toronto,111282,2008-03-27,M,Engineering
4930,Tom,Wilson,31,Lead,Paris,115584,2024-02-27,F,Leadership
4931,Emma,Garcia,44,Consultant,Dubai,32322,2009-05-06,M,Consulting
4932,Paul,Garcia,31,Designer,Singapore,88352,2004-08-21,M,Design
4933,Lisa,Miller,50,Architect,Delhi,75043,2002-02-08,M,Architecture
4934,Lisa,Smith,38,Analyst,Berlin,102358,2014-04-25,M,Analytics
4935,John,Johnson,48,Intern,London,56594,2023-07-12,F,Training
4936,Emma,Taylor,60,Lead,Toronto,40257,2012-01-16,M,Leadership
4937,Jane,Garcia,31,Consultant,London,117360,2005-08-08,M,Consulting
4938,Sam,Wilson,33,Manager,Dubai,29606,2001-04-22,F,Management
4939,Paul,Jones,28,Manager,Delhi,52150,2012-02-17,F,Management
4940,Paul,Jones,24,Manager,Singapore,78322,2013-07-02
4941,Tom,Garcia,54,Engineer,Berlin,75540,2012-09-19,F,Engineering
4942,Mike,Davis,36,Clerk,Tokyo,94973,2011-02-14,F,Operations
4943,Sam,Davis,25,Lead,Dubai,79106,2002-03-20,F,Leadership
4944,Lisa,Johnson,29,Clerk,Delhi,87220,2005-03-12,M,Operations
4945,John,Williams,52,Developer,Paris,87323,2001-07-03,F,Engineering
4946,Jane,Williams,40,Architect,New York,66621,2010-06-01,F,Architecture
4947,Paul,Jones,29,Analyst,Dubai,52575,2013-02-10,F,Analytics
4948,Tom,Williams,39,Developer,New York,72478,2000-06-08,F,Engineering
4949,Paul,Williams,60,Architect,New York,33608,2005-10-23,M,Architecture
4950,Mike,Smith,29,Manager,Toronto,104655,2012-04-14,F,Management
4951,John,Williams,22,Consultant,London,39413,2022-03-24,F,Consulting
4952,Paul,Jones,46,Manager,Tokyo,113906,2005-12-24,M,Management
4953,Sam,Garcia,36,Manager,Paris,56054,2021-08-19,F,Management
4954,Mike,Garcia,34,Developer,Toronto,40491,2021-03-31,F,Engineering
4955,Sam,Williams,21,Manager,Dubai,117174,2001-08-06,M,Management
4956,Mike,Smith,53,Analyst,London,25533,2016-11-11,F,Analytics
4957,Mike,Smith,40,Engineer,Tokyo,30443,2002-02-22,F,Engineering
4958,Mike,Smith,55,Developer,New York,110854,2021-08-18,F,Engineering
4959,Emma,Smith,20,Manager,Sydney,63543,2000-10-29,F,Management
4960,Sam,Jones,48,Manager,Singapore,74160,2017-03-28,F,Management
4961,Alex,Taylor,47,Designer,London,78362,2018-05-08,M,Design
4962,Sam,Johnson,40,Consultant,Singapore,38366,2012-06-25,M,Consulting
4963,Sam,Smith,58,Designer,Toronto,71448,2017-04-28,F,Design
4964,Paul,Wilson,40,Clerk,Singapore,99770,2015-04-11,F,Operations
4965,Sara,Jones,46,Manager,Berlin,104904,2001-12-28,F,Management
4966,Sam,Smith,35,Architect,Paris,108088,2009-01-18,F,Architecture
4967,Lisa,Garcia,19,Analyst,Tokyo,98152,2006-03-25,M,Analytics
4968,Paul,Smith,34,Intern,Delhi,98192,2011-12-08,M,Training
4969,Tom,Wilson,25,Lead,Dubai,94521,2015-12-26,M,Leadership
4970,Tom,Jones,26,Lead,Berlin,31839,2013-06-16,F,Leadership
4971,John,Jones,34,Developer,Delhi,98277,2007-02-07,M,Engineering
4972,Paul,Jones,37,Lead,Tokyo,82077,2007-02-07,M,Leadership
4973,Emma,Smith,59,Developer,Toronto,108858,2021-07-20,F,Engineering
4974,Paul,Smith,34,Designer,Tokyo,64461,2001-06-28,F,Design
4975,Alex,Garcia,52,Intern,London,56818,2008-11-08,F,Training
4976,Lisa,Johnson,39,Intern,Sydney,114208,2010-03-29,M,Training
4977,Tom,Garcia,58,Manager,New York,110450,2021-03-24,F,Management
4978,Lisa,Miller,35,Architect,Dubai,96134,2012-12-23,M,Architecture
4979,Alex,Garcia,32,Analyst,Toronto,96322,2005-07-08,M,Analytics
4980,Sam,Taylor,39,Clerk,New York,117978,2003-07-30,F,Operations
4981,Paul,Davis,31,Lead,Delhi,59467,2021-11-02,M,Leadership
